t,Angle
4.34,-6.97764402
4.35,-6.66873707
4.36,-6.40289756
4.37,-6.11699676
4.38,-5.81569496
4.39,-5.56212143
4.4,-5.28961834
4.41,-5.05948116
4.42,-4.84249568
4.43,-4.64329624
4.44,-4.48388595
4.45,-4.35511715
4.46,-4.26000091
4.47,-4.1978268
4.48,-4.16901097
4.49,-4.16469746
4.5,-4.20640417
4.51,-4.25902641
4.52,-4.34663149
4.53,-4.45451402
4.54,-4.58225429
4.55,-4.74080972
4.56,-4.88845686
4.57,-5.07619169
4.58,-5.28051969
4.59,-5.51913433
4.6,-5.78758223
4.61,-6.10150976
4.62,-6.45978642
4.63,-6.90756067
4.64,-7.37656833
4.65,-7.96003083
4.66,-8.624613
4.67,-9.39385607
4.68,-10.28963174
4.69,-11.3198864
4.7,-12.51244964
4.71,-13.86715258
4.72,-15.41917515
4.73,-17.17395912
4.74,-19.13839919
4.75,-21.31749974
4.76,-23.71059751
4.77,-26.24350754
4.78,-28.95495848
4.79,-31.74316382
4.8,-34.5724085
4.81,-37.39884997
4.82,-40.15636115
4.83,-42.82406046
4.84,-45.35335664
4.85,-47.73778857
4.86,-49.94653129
4.87,-51.97049819
4.88,-53.78348856
4.89,-55.38197616
4.9,-56.74394816
4.91,-57.86762249
4.92,-58.73820878
4.93,-59.35558089
4.94,-59.72252455
4.95,-59.83719118
4.96,-59.72218074
4.97,-59.37169329
4.98,-58.80860072
4.99,-58.05010271
5,-57.11656129
5.01,-56.0297653
5.02,-54.79670041
5.03,-53.45026184
5.04,-52.00019372
5.05,-50.46844075
5.06,-48.85774854
5.07,-47.20346905
5.08,-45.48228347
5.09,-43.72402134
5.1,-41.93288574
5.11,-40.11423059
5.12,-38.27773449
5.13,-36.42098983
5.14,-34.55414322
5.15,-32.67850835
5.16,-30.80029
5.17,-28.92903207
5.18,-27.06633997
5.19,-25.22428481
5.2,-23.40617218
5.21,-21.62028409
5.22,-19.88136634
5.23,-18.1815524
5.24,-16.54403359
5.25,-14.97426545
5.26,-13.48072968
5.27,-12.06967118
5.28,-10.77730727
5.29,-9.59979376
5.3,-8.56459258
5.31,-7.67406223
5.32,-6.94495485
5.33,-6.37379205
5.34,-5.95548883
5.35,-5.68078165
5.36,-5.49738791
5.37,-5.39331726
5.38,-5.33334844
