t,Angle
2.58,-17.30833708
2.59,-18.12173222
2.6,-18.81001751
2.61,-19.36265393
2.62,-19.77543272
2.63,-20.05376416
2.64,-20.20979101
2.65,-20.26736663
2.66,-20.24662393
2.67,-20.13963079
2.68,-19.99150695
2.69,-19.81226878
2.7,-19.564534
2.71,-19.22445329
2.72,-18.87170907
2.73,-18.45619247
2.74,-17.97786547
2.75,-17.44463802
2.76,-16.8640924
2.77,-16.2122599
2.78,-15.57693338
2.79,-14.93690594
2.8,-14.3238839
2.81,-13.73322924
2.82,-13.10013173
2.83,-12.52642927
2.84,-12.03508209
2.85,-11.54929093
2.86,-11.04586049
2.87,-10.64030001
2.88,-10.24299091
2.89,-9.87866765
2.9,-9.55066354
2.91,-9.24308563
2.92,-8.95001141
2.93,-8.66458991
2.94,-8.38847356
2.95,-8.11762932
2.96,-7.84663745
2.97,-7.56827314
2.98,-7.29024029
2.99,-6.95976005
3,-6.64037201
3.01,-6.27597692
3.02,-5.85912672
3.03,-5.40504376
3.04,-4.9121104
3.05,-4.37648886
3.06,-3.81822993
3.07,-3.20517967
3.08,-2.60217908
3.09,-1.96087501
3.1,-1.29335828
3.11,-0.64557418
3.12,-0.01305232
3.13,0.6052096
3.14,1.20508715
3.15,1.7816474
3.16,2.31964656
3.17,2.8206839
3.18,3.26620905
3.19,3.65071158
3.2,3.9045072
3.21,4.14436132
3.22,4.19062378
3.23,4.08652138
3.24,3.81993312
3.25,3.30707985
3.26,2.55066042
3.27,1.53098639
3.28,0.24437921
3.29,-1.28172303
3.3,-3.02650708
3.31,-4.9400381
3.32,-6.85042898
3.33,-8.67933941
3.34,-10.39616589
3.35,-11.84187766
3.36,-12.97629251
3.37,-13.83583352
3.38,-14.40001361
3.39,-14.6980688
3.4,-14.79473532
3.41,-14.74584849
3.42,-14.60493704
3.43,-14.41263806
3.44,-14.21184093
3.45,-14.02485235
3.46,-13.86184338
3.47,-13.74614528
3.48,-13.67901875
3.49,-13.65381543
3.5,-13.66958868
3.51,-13.72694248
3.52,-13.81970324
3.53,-13.95498253
3.54,-14.07401544
3.55,-14.23607266
3.56,-14.36475106
3.57,-14.46093829
3.58,-14.52780504
3.59,-14.56362665
3.6,-14.53476499
3.61,-14.48278543
3.62,-14.36757481
3.63,-14.19259141
3.64,-13.9928625
3.65,-13.76527446
3.66,-13.52896776
3.67,-13.27113694
3.68,-13.00582978
3.69,-12.75343215
3.7,-12.51182177
3.71,-12.28187491
3.72,-12.06283388
3.73,-11.84426445
3.74,-11.65705322
3.75,-11.51857329
3.76,-11.42877828
3.77,-11.42387763
3.78,-11.54630087
3.79,-11.84179093
3.8,-12.31238041
3.81,-12.94984842
3.82,-13.71880853
3.83,-14.64857794
3.84,-15.63648396
